Pax,37.9098,-81.2648,1187.000000,403.000000
Mitchell Heights,37.9088,-81.9868,1167.000000,403.000000
Crum,37.9095,-82.447,1154.000000,403.000000
Twilight,37.9252,-81.6177,1177.000000,403.000000
Glen Jean,37.9271,-81.1532,1190.000000,403.000000
Hilltop,37.9392,-81.1527,1190.000000,402.000000
Scarbro,37.9504,-81.1666,1190.000000,402.000000
Thurmond,37.961,-81.0796,1193.000000,402.000000
Rupert,37.9649,-80.687,1204.000000,402.000000
Rainelle,37.9678,-80.7717,1201.000000,401.000000
Van,37.9713,-81.7138,1175.000000,401.000000
Chapmanville,37.9727,-82.0216,1166.000000,401.000000
Whitesville,37.9825,-81.5367,1180.000000,401.000000
Oak Hill,37.9844,-81.1277,1191.000000,401.000000
Falling Spring,37.9926,-80.3576,1213.000000,401.000000
Greenview,37.9963,-81.8202,1172.000000,400.000000
Sylvester,38.008,-81.5623,1179.000000,400.000000
Big Creek,38.0054,-82.0361,1165.000000,400.000000
Kincaid,38.0381,-81.2759,1187.000000,399.000000
Harts,38.0343,-82.129,1163.000000,399.000000
Page,38.0506,-81.2717,1187.000000,399.000000
Quinwood,38.0586,-80.706,1203.000000,398.000000
Fayetteville,38.0622,-81.1084,1192.000000,398.000000
Beards Fork,38.0645,-81.2278,1188.000000,398.000000
Madison,38.0631,-81.8046,1172.000000,398.000000
Danville,38.0808,-81.8342,1171.000000,398.000000
Powellton,38.0941,-81.322,1186.000000,397.000000
Hico,38.1166,-81.0112,1194.000000,396.000000
Deep Water,38.1217,-81.2528,1188.000000,396.000000
Charlton Heights,38.1255,-81.2333,1188.000000,396.000000
Falls View,38.1297,-81.2539,1188.000000,396.000000
Fort Gay,38.1201,-82.5948,1150.000000,396.000000
Comfort,38.1317,-81.6102,1178.000000,396.000000
Ansted,38.1357,-81.1037,1192.000000,396.000000
Hillsboro,38.1353,-80.2136,1217.000000,396.000000
Kimberly,38.1407,-81.2967,1186.000000,396.000000
Racine,38.1397,-81.654,1176.000000,396.000000
Mount Carbon,38.1442,-81.289,1187.000000,395.000000
Boomer,38.1491,-81.2798,1187.000000,395.000000
Glen Ferris,38.1518,-81.2185,1189.000000,395.000000
Gauley Bridge,38.1681,-81.2038,1189.000000,395.000000
Smithers,38.1685,-81.2991,1186.000000,395.000000
Montgomery,38.1741,-81.3241,1186.000000,394.000000
Handley,38.1863,-81.3673,1184.000000,394.000000
Huntersville,38.1861,-80.0152,1223.000000,394.000000
Chelyan,38.1958,-81.4928,1181.000000,394.000000
Shrewsbury,38.2079,-81.4675,1182.000000,393.000000
Pratt,38.2082,-81.3868,1184.000000,393.000000
Glasgow,38.2109,-81.4218,1183.000000,393.000000
East Bank,38.2153,-81.4442,1182.000000,393.000000
Nettie,38.2183,-80.6889,1204.000000,393.000000
Richwood,38.2221,-80.5363,1208.000000,393.000000
Cedar Grove,38.2223,-81.4376,1182.000000,393.000000
Chesapeake,38.2233,-81.5363,1180.000000,393.000000
Marlinton,38.2246,-80.0905,1221.000000,393.000000
Fenwick,38.2289,-80.5807,1207.000000,393.000000
Belva,38.2328,-81.1894,1189.000000,392.000000
Belle,38.2336,-81.5385,1180.000000,392.000000
Wayne,38.2296,-82.4417,1154.000000,392.000000
Prichard,38.2362,-82.6028,1149.000000,392.000000
Marmet,38.2458,-81.5711,1179.000000,392.000000
Dixie,38.251,-81.1943,1189.000000,392.000000
Rand,38.2817,-81.5654,1179.000000,391.000000
Hamlin,38.2805,-82.1087,1163.000000,391.000000
West Hamlin,38.2801,-82.1941,1161.000000,391.000000
Summersville,38.2865,-80.841,1199.000000,391.000000
Alum Creek,38.2876,-81.833,1171.000000,391.000000
Coal Fork,38.3185,-81.5229,1180.000000,390.000000
Craigsville,38.3247,-80.645,1205.000000,389.000000
Salt Rock,38.3243,-82.2172,1160.000000,389.000000
Lavalette,38.3224,-82.4479,1154.000000,389.000000
Tornado,38.3369,-81.8551,1171.000000,389.000000
Charleston,38.3484,-81.6323,1177.000000,389.000000
South Charleston,38.3482,-81.711,1175.000000,389.000000
Camden-on-Gauley,38.3686,-80.5973,1206.000000,388.000000
Dunbar,38.3688,-81.7345,1174.000000,388.000000
Jefferson,38.3701,-81.7709,1173.000000,388.000000
St. Albans,38.3769,-81.8198,1172.000000,388.000000
Cass,38.3963,-79.9191,1225.000000,387.000000
Ceredo,38.3961,-82.5536,1151.000000,387.000000
Pinch,38.4062,-81.481,1181.000000,387.000000
Cowen,38.411,-80.5542,1207.000000,386.000000
Big Chimney,38.4119,-81.5374,1180.000000,386.000000
Barboursville,38.4061,-82.297,1158.000000,386.000000
Kenova,38.4026,-82.5822,1150.000000,386.000000
Nitro,38.4119,-81.8194,1172.000000,386.000000
Huntington,38.4109,-82.4344,1154.000000,386.000000
Culloden,38.4159,-82.0722,1164.000000,386.000000
Tioga,38.422,-80.6548,1205.000000,386.000000
Pea Ridge,38.4154,-82.3188,1157.000000,386.000000
Green Bank,38.4267,-79.8343,1228.000000,386.000000
Elkview,38.4327,-81.4771,1181.000000,386.000000
Hurricane,38.4293,-82.0168,1166.000000,386.000000
Cross Lanes,38.4351,-81.7706,1173.000000,386.000000
Milton,38.4353,-82.1376,1163.000000,385.000000
Arbovale,38.4353,-79.8116,1228.000000,385.000000
Teays Valley,38.4482,-81.924,1169.000000,385.000000
Parcoal,38.4604,-80.3731,1213.000000,385.000000
Clay,38.4661,-81.0816,1192.000000,385.000000
Poca,38.4729,-81.8124,1172.000000,384.000000
Addison,38.4782,-80.4082,1212.000000,384.000000
Clendenin,38.4859,-81.3503,1185.000000,384.000000
Bergoo,38.4851,-80.2981,1215.000000,384.000000
Lesage,38.487,-82.293,1158.000000,384.000000
Birch River,38.4961,-80.7497,1202.000000,384.000000
Sissonville,38.5042,-81.6398,1177.000000,383.000000
Bancroft,38.5107,-81.8418,1171.000000,383.000000
Winfield,38.5285,-81.8861,1170.000000,382.000000
Hometown,38.5288,-81.8552,1171.000000,382.000000
Eleanor,38.5374,-81.9256,1169.000000,382.000000
Bartow,38.5422,-79.7859,1229.000000,382.000000
Valley Head,38.5472,-80.032,1222.000000,382.000000
Frank,38.5462,-79.808,1229.000000,382.000000
Durbin,38.5471,-79.8278,1228.000000,382.000000
Buffalo,38.6116,-81.982,1167.000000,380.000000
Brandywine,38.6219,-79.2413,1245.000000,379.000000
Franklin,38.6452,-79.3332,1242.000000,378.000000
Pickens,38.6559,-80.216,1217.000000,378.000000
Sutton,38.6663,-80.7116,1203.000000,378.000000
Gassaway,38.6702,-80.7717,1201.000000,378.000000
Apple Grove,38.6663,-82.1706,1162.000000,378.000000
Helvetia,38.7058,-80.1992,1217.000000,376.000000
Huttonsville,38.7138,-79.9766,1224.000000,376.000000
Flatwoods,38.7186,-80.654,1205.000000,376.000000
Mill Creek,38.7319,-79.9725,1224.000000,375.000000
Leon,38.7471,-81.9555,1168.000000,375.000000
Valley Bend,38.7694,-79.928,1225.000000,374.000000
Gallipolis Ferry,38.7745,-82.204,1161.000000,374.000000
East Dailey,38.7795,-79.8911,1226.000000,374.000000
Dailey,38.7968,-79.8967,1226.000000,373.000000
Spencer,38.8025,-81.3534,1185.000000,373.000000
Ripley,38.8201,-81.7091,1175.000000,373.000000
Whitmer,38.8148,-79.545,1236.000000,372.000000
Henderson,38.8304,-82.136,1163.000000,372.000000
Beverly,38.8442,-79.8718,1227.000000,372.000000
Point Pleasant,38.8529,-82.1303,1163.000000,371.000000
Burnsville,38.8579,-80.6538,1205.000000,371.000000
Reedy,38.8996,-81.4264,1183.000000,370.000000
Womelsdorf,38.8981,-79.9636,1224.000000,370.000000
Sand Fork,38.9154,-80.7477,1202.000000,369.000000
Grantsville,38.9204,-81.0934,1192.000000,369.000000
Elkins,38.9237,-79.854,1227.000000,369.000000
Harman,38.9211,-79.5245,1237.000000,369.000000
Glenville,38.9379,-80.8339,1200.000000,369.000000
Ravenswood,38.956,-81.7619,1173.000000,368.000000
Junior,38.9783,-79.9506,1225.000000,367.000000
New Haven,38.9876,-81.9655,1167.000000,367.000000
Buckhannon,38.9927,-80.2282,1217.000000,367.000000
Hartford City,38.9978,-81.9905,1167.000000,366.000000
Petersburg,38.9957,-79.1276,1248.000000,366.000000
Mason,39.0183,-82.0314,1166.000000,366.000000
Belington,39.022,-79.9383,1225.000000,366.000000
Weston,39.0392,-80.4618,1210.000000,365.000000
Elizabeth,39.0617,-81.3977,1184.000000,364.000000
Montrose,39.0671,-79.8144,1228.000000,364.000000
Hendricks,39.0754,-79.6299,1234.000000,364.000000
Moorefield,39.0674,-78.9624,1252.000000,364.000000
Hambleton,39.0813,-79.6453,1233.000000,363.000000
Auburn,39.0961,-80.8562,1199.000000,363.000000
Wardensville,39.0768,-78.5932,1263.000000,363.000000
Parsons,39.0942,-79.6786,1232.000000,363.000000
Century,39.1003,-80.1884,1218.000000,363.000000
Jane Lew,39.11,-80.4085,1212.000000,363.000000
Davis,39.1266,-79.4609,1238.000000,362.000000
Philippi,39.1487,-80.0418,1222.000000,361.000000
Thomas,39.1459,-79.4958,1237.000000,361.000000
Lost Creek,39.1627,-80.3484,1213.000000,361.000000
St. George,39.1662,-79.6987,1232.000000,361.000000
Mineralwells,39.1807,-81.513,1180.000000,360.000000
Pullman,39.188,-80.949,1196.000000,360.000000
West Milford,39.2044,-80.4034,1212.000000,360.000000
